timestep_time,vehicle_CO,vehicle_CO2,vehicle_HC,vehicle_NOx,vehicle_PMx,vehicle_angle,vehicle_eclass,vehicle_electricity,vehicle_fuel,vehicle_id,vehicle_lane,vehicle_noise,vehicle_pos,vehicle_route,vehicle_speed,vehicle_type,vehicle_waiting,vehicle_x,vehicle_y
71.0,83.1,7735.03,0.57,3.08,0.15,359.95,HBEFA3/PC_G_EU4,0.0,3.32,veh4,-733279817#2_0,70.8,67.46,!veh4!var#1,20.81,veh_passenger,0.0,27949.72,25403.99
72.0,0.0,0.0,0.0,0.0,0.0,359.88,HBEFA3/PC_G_EU4,0.0,0.0,veh4,:38069177_0_0,68.7,13.24,!veh4!var#1,20.66,veh_passenger,0.0,27949.68,25424.66
73.0,0.0,0.0,0.0,0.0,0.0,359.82,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-733279817#1_0,67.59,18.81,!veh4!var#1,20.0,veh_passenger,0.0,27949.62,25444.66
74.0,21.05,4708.36,0.21,1.67,0.07,359.82,HBEFA3/PC_G_EU4,0.0,2.02,veh4,-733279817#1_0,69.25,39.09,!veh4!var#1,20.28,veh_passenger,0.0,27949.55,25464.94
75.0,0.0,0.0,0.0,0.0,0.0,359.82,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-733279817#1_0,67.23,58.64,!veh4!var#1,19.55,veh_passenger,0.0,27949.49,25484.49
76.0,124.57,9748.17,0.81,4.03,0.21,359.85,HBEFA3/PC_G_EU4,0.0,4.19,veh4,:37984111_9_0,71.83,1.21,!veh4!var#1,20.74,veh_passenger,0.0,27949.43,25505.23
77.0,0.0,3581.97,0.07,1.12,0.04,0.1,HBEFA3/PC_G_EU4,0.0,1.54,veh4,-733279817#0_0,69.11,7.49,!veh4!var#1,20.79,veh_passenger,0.0,27949.43,25526.0
78.0,0.0,0.0,0.0,0.0,0.0,0.1,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-733279817#0_0,68.67,28.13,!veh4!var#1,20.63,veh_passenger,0.0,27949.47,25546.64
79.0,0.0,0.0,0.0,0.0,0.0,0.1,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-733279817#0_0,68.53,48.58,!veh4!var#1,20.45,veh_passenger,0.0,27949.51,25567.09
80.0,0.0,0.0,0.0,0.0,0.0,0.1,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-733279817#0_0,68.54,68.91,!veh4!var#1,20.33,veh_passenger,0.0,27949.55,25587.42
81.0,0.0,0.0,0.0,0.0,0.0,0.1,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-733279817#0_0,67.88,88.84,!veh4!var#1,19.93,veh_passenger,0.0,27949.58,25607.35
82.0,20.45,4676.74,0.21,1.65,0.07,0.1,HBEFA3/PC_G_EU4,0.0,2.01,veh4,-733279817#0_0,69.21,109.05,!veh4!var#1,20.21,veh_passenger,0.0,27949.62,25627.56
83.0,0.0,0.0,0.0,0.0,0.0,0.1,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-733279817#0_0,68.45,129.16,!veh4!var#1,20.11,veh_passenger,0.0,27949.65,25647.67
84.0,0.0,0.0,0.0,0.0,0.0,0.1,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-733279817#0_0,67.89,148.94,!veh4!var#1,19.78,veh_passenger,0.0,27949.69,25667.45
85.0,66.67,6930.23,0.47,2.71,0.13,0.07,HBEFA3/PC_G_EU4,0.0,2.98,veh4,-5338913#1_0,70.29,0.57,!veh4!var#1,20.47,veh_passenger,0.0,27949.72,25687.92
86.0,0.0,0.0,0.0,0.0,0.0,0.02,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-5338913#1_0,67.79,20.55,!veh4!var#1,19.98,veh_passenger,0.0,27949.73,25707.9
87.0,40.34,5650.13,0.32,2.11,0.1,0.02,HBEFA3/PC_G_EU4,0.0,2.43,veh4,-5338913#1_0,69.71,40.98,!veh4!var#1,20.43,veh_passenger,0.0,27949.74,25728.33
88.0,0.0,0.0,0.0,0.0,0.0,0.02,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-5338913#1_0,68.4,61.22,!veh4!var#1,20.25,veh_passenger,0.0,27949.75,25748.57
89.0,0.0,0.0,0.0,0.0,0.0,0.02,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-5338913#1_0,67.52,80.91,!veh4!var#1,19.69,veh_passenger,0.0,27949.75,25768.26
90.0,29.16,5093.46,0.26,1.85,0.08,0.02,HBEFA3/PC_G_EU4,0.0,2.19,veh4,-5338913#1_0,69.3,100.97,!veh4!var#1,20.06,veh_passenger,0.0,27949.76,25788.32
91.0,0.0,0.0,0.0,0.0,0.0,0.02,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-5338913#1_0,67.82,120.68,!veh4!var#1,19.71,veh_passenger,0.0,27949.77,25808.03
92.0,38.38,5545.24,0.31,2.07,0.09,0.02,HBEFA3/PC_G_EU4,0.0,2.38,veh4,-5338913#1_0,69.54,140.84,!veh4!var#1,20.16,veh_passenger,0.0,27949.78,25828.19
93.0,0.0,0.0,0.0,0.0,0.0,0.02,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-5338913#1_0,67.64,160.52,!veh4!var#1,19.69,veh_passenger,0.0,27949.79,25847.88
94.0,0.0,0.0,0.0,0.0,0.0,0.39,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-5338913#1_0,67.1,179.62,!veh4!var#1,19.1,veh_passenger,0.0,27949.86,25866.97
95.0,0.0,0.0,0.0,0.0,0.0,0.39,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-5338913#1_0,62.11,194.29,!veh4!var#1,14.67,veh_passenger,0.0,27949.96,25881.64
96.0,0.0,0.0,0.0,0.0,0.0,0.39,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-5338913#1_0,57.26,204.45,!veh4!var#1,10.17,veh_passenger,0.0,27950.03,25891.8
97.0,0.0,0.0,0.0,0.0,0.0,0.39,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-5338913#1_0,50.03,210.12,!veh4!var#1,5.67,veh_passenger,0.0,27950.07,25897.47
98.0,96.65,4255.13,0.54,1.79,0.08,354.64,HBEFA3/PC_G_EU4,0.0,1.83,veh4,:cluster_37994609_37994613_10_0,64.25,3.57,!veh4!var#1,6.87,veh_passenger,0.0,27949.61,25904.31
99.0,69.49,3281.8,0.39,1.31,0.05,304.64,HBEFA3/PC_G_EU4,0.0,1.41,veh4,:cluster_37994609_37994613_10_0,62.21,11.05,!veh4!var#1,7.48,veh_passenger,0.0,27944.49,25909.23
100.0,0.0,0.0,0.0,0.0,0.0,274.3,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-733279820#16_0,58.74,4.21,!veh4!var#1,7.18,veh_passenger,0.0,27937.38,25910.03
101.0,120.82,6616.47,0.71,2.84,0.13,272.82,HBEFA3/PC_G_EU4,0.0,2.84,veh4,-733279820#16_0,68.28,13.3,!veh4!var#1,9.09,veh_passenger,0.0,27928.3,25910.49
102.0,117.84,7292.32,0.71,3.12,0.15,271.27,HBEFA3/PC_G_EU4,0.0,3.13,veh4,-733279820#16_0,68.79,24.2,!veh4!var#1,10.9,veh_passenger,0.0,27917.4,25910.73
103.0,164.67,10435.31,1.0,4.54,0.22,271.27,HBEFA3/PC_G_EU4,0.0,4.49,veh4,-733279820#16_0,72.19,37.46,!veh4!var#1,13.26,veh_passenger,0.0,27904.14,25911.03
104.0,167.81,11185.7,1.04,4.84,0.24,271.27,HBEFA3/PC_G_EU4,0.0,4.81,veh4,-733279820#16_0,72.48,52.88,!veh4!var#1,15.42,veh_passenger,0.0,27888.72,25911.37
105.0,159.16,11128.78,1.0,4.77,0.24,271.27,HBEFA3/PC_G_EU4,0.0,4.78,veh4,-733279820#16_0,72.29,70.17,!veh4!var#1,17.29,veh_passenger,0.0,27871.44,25911.75
106.0,228.3,14739.31,1.4,6.42,0.33,271.25,HBEFA3/PC_G_EU4,0.0,6.34,veh4,-733279820#15_0,75.03,2.99,!veh4!var#1,19.57,veh_passenger,0.0,27851.87,25912.18
107.0,207.44,13775.46,1.28,5.92,0.31,271.26,HBEFA3/PC_G_EU4,0.0,5.92,veh4,-733279820#15_0,74.35,24.41,!veh4!var#1,21.42,veh_passenger,0.0,27830.46,25912.65
108.0,327.74,19466.87,1.98,8.55,0.46,271.27,HBEFA3/PC_G_EU4,0.0,8.37,veh4,-733279820#15_0,77.92,48.31,!veh4!var#1,23.9,veh_passenger,0.0,27806.56,25913.18
109.0,275.11,16641.08,1.67,7.17,0.39,271.25,HBEFA3/PC_G_EU4,0.0,7.15,veh4,-733279820#15_0,76.37,74.02,!veh4!var#1,25.72,veh_passenger,0.0,27780.85,25913.74
110.0,50.84,5714.86,0.37,2.01,0.11,269.83,HBEFA3/PC_G_EU4,0.0,2.46,veh4,-733279820#11_0,72.14,11.35,!veh4!var#1,25.89,veh_passenger,0.0,27754.95,25913.85
111.0,0.0,0.0,0.0,0.0,0.0,270.4,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-733279820#11_0,71.7,37.16,!veh4!var#1,25.82,veh_passenger,0.0,27729.14,25914.16
112.0,0.0,0.0,0.0,0.0,0.0,270.34,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-733279820#11_0,70.66,62.35,!veh4!var#1,25.18,veh_passenger,0.0,27703.96,25914.3
113.0,0.0,0.0,0.0,0.0,0.0,270.34,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-733279820#11_0,71.11,87.34,!veh4!var#1,25.0,veh_passenger,0.0,27678.96,25914.45
114.0,0.0,0.0,0.0,0.0,0.0,270.28,HBEFA3/PC_G_EU4,0.0,0.0,veh4,:37994601_5_0,70.95,11.32,!veh4!var#1,24.79,veh_passenger,0.0,27654.18,25914.58
115.0,60.15,6307.8,0.43,2.31,0.12,270.22,HBEFA3/PC_G_EU4,0.0,2.71,veh4,-733279820#8_0,71.96,22.0,!veh4!var#1,25.09,veh_passenger,0.0,27629.09,25914.69
116.0,156.22,10809.81,0.98,4.41,0.24,270.22,HBEFA3/PC_G_EU4,0.0,4.65,veh4,-733279820#8_0,73.82,48.01,!veh4!var#1,26.01,veh_passenger,0.0,27603.08,25914.79
117.0,0.0,0.0,0.0,0.0,0.0,270.24,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-733279820#8_0,70.32,73.08,!veh4!var#1,25.07,veh_passenger,0.0,27578.01,25914.89
118.0,0.0,0.0,0.0,0.0,0.0,270.17,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-733279820#8_0,71.22,98.05,!veh4!var#1,24.97,veh_passenger,0.0,27553.04,25914.99
119.0,73.25,6901.07,0.51,2.59,0.14,267.0,HBEFA3/PC_G_EU4,0.0,2.97,veh4,-733279820#8_0,72.25,123.4,!veh4!var#1,25.35,veh_passenger,0.0,27527.7,25914.03
120.0,0.0,0.0,0.0,0.0,0.0,265.48,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-733279820#8_0,70.54,148.2,!veh4!var#1,24.8,veh_passenger,0.0,27502.98,25912.07
121.0,34.0,5064.4,0.28,1.73,0.09,261.67,HBEFA3/PC_G_EU4,0.0,2.18,veh4,-733279820#8_0,71.54,173.13,!veh4!var#1,24.92,veh_passenger,0.0,27478.18,25909.71
122.0,90.77,7739.5,0.61,2.98,0.16,263.02,HBEFA3/PC_G_EU4,0.0,3.33,veh4,-733279820#5_0,72.54,7.75,!veh4!var#1,25.43,veh_passenger,0.0,27452.98,25906.38
123.0,0.0,0.0,0.0,0.0,0.0,262.56,HBEFA3/PC_G_EU4,0.0,0.0,veh4,:37994587_1_0,70.52,3.54,!veh4!var#1,24.84,veh_passenger,0.0,27428.33,25903.32
124.0,59.62,6275.19,0.43,2.29,0.12,261.72,HBEFA3/PC_G_EU4,0.0,2.7,veh4,-733279820#4_0,71.97,14.3,!veh4!var#1,25.13,veh_passenger,0.0,27403.44,25899.82
125.0,0.0,0.0,0.0,0.0,0.0,259.61,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-733279820#4_0,70.72,39.06,!veh4!var#1,24.75,veh_passenger,0.0,27379.03,25895.79
126.0,185.6,12258.66,1.15,5.1,0.28,258.66,HBEFA3/PC_G_EU4,0.0,5.27,veh4,-733279820#3_0,74.36,2.99,!veh4!var#1,25.9,veh_passenger,0.0,27353.59,25890.91
127.0,0.0,0.0,0.0,0.0,0.0,258.4,HBEFA3/PC_G_EU4,0.0,0.0,veh4,-733279820#3_0,70.01,27.74,!veh4!var#1,24.76,veh_passenger,0.0,27329.33,25885.93
128.0,155.2,10819.03,0.98,4.43,0.24,259.17,HBEFA3/PC_G_EU4,0.0,4.65,veh4,-733279820#3_0,73.73,53.45,!veh4!var#1,25.71,veh_passenger,0.0,27304.11,25880.97
