timestep_time,vehicle_CO,vehicle_CO2,vehicle_HC,vehicle_NOx,vehicle_PMx,vehicle_angle,vehicle_eclass,vehicle_electricity,vehicle_fuel,vehicle_id,vehicle_lane,vehicle_noise,vehicle_pos,vehicle_route,vehicle_speed,vehicle_type,vehicle_waiting,vehicle_x,vehicle_y
11.0,30.77,4294.63,0.24,1.61,0.06,271.1,HBEFA3/PC_G_EU4,0.0,1.85,veh2,5337487#3_0,66.25,97.44,!veh2!var#1,14.49,veh_passenger,0.0,23633.9,25286.43
12.0,0.0,0.0,0.0,0.0,0.0,271.1,HBEFA3/PC_G_EU4,0.0,0.0,veh2,5337487#3_0,63.21,111.26,!veh2!var#1,13.82,veh_passenger,0.0,23620.08,25286.7
13.0,0.0,0.0,0.0,0.0,0.0,271.1,HBEFA3/PC_G_EU4,0.0,0.0,veh2,5337487#3_0,56.14,120.58,!veh2!var#1,9.32,veh_passenger,0.0,23610.76,25286.87
14.0,0.0,0.0,0.0,0.0,0.0,271.1,HBEFA3/PC_G_EU4,0.0,0.0,veh2,5337487#3_0,49.22,125.79,!veh2!var#1,5.21,veh_passenger,0.0,23605.55,25286.97
15.0,121.88,5618.88,0.69,2.43,0.11,270.96,HBEFA3/PC_G_EU4,0.0,2.42,veh2,:38014814_4_0,67.29,5.77,!veh2!var#1,7.11,veh_passenger,0.0,23598.44,25287.1
16.0,98.98,5282.24,0.57,2.23,0.1,270.96,HBEFA3/PC_G_EU4,0.0,2.27,veh2,:38014814_4_0,66.06,14.31,!veh2!var#1,8.54,veh_passenger,0.0,23589.9,25287.24
17.0,165.45,9703.87,0.99,4.25,0.21,270.9,HBEFA3/PC_G_EU4,0.0,4.17,veh2,5337487#6_0,72.17,11.1,!veh2!var#1,11.14,veh_passenger,0.0,23578.76,25287.42
18.0,142.36,9330.46,0.87,4.02,0.19,270.9,HBEFA3/PC_G_EU4,0.0,4.01,veh2,5337487#6_0,70.91,24.3,!veh2!var#1,13.19,veh_passenger,0.0,23565.57,25287.63
19.0,84.88,6897.79,0.55,2.84,0.13,270.9,HBEFA3/PC_G_EU4,0.0,2.97,veh2,5337487#6_0,68.38,38.69,!veh2!var#1,14.4,veh_passenger,0.0,23551.17,25287.85
20.0,0.0,0.0,0.0,0.0,0.0,270.9,HBEFA3/PC_G_EU4,0.0,0.0,veh2,5337487#6_0,62.74,52.25,!veh2!var#1,13.56,veh_passenger,0.0,23537.62,25288.07
21.0,44.77,4905.74,0.32,1.91,0.08,270.9,HBEFA3/PC_G_EU4,0.0,2.11,veh2,5337487#6_0,66.62,66.49,!veh2!var#1,14.24,veh_passenger,0.0,23523.38,25288.29
22.0,0.0,0.0,0.0,0.0,0.0,270.9,HBEFA3/PC_G_EU4,0.0,0.0,veh2,5337487#6_0,63.24,80.15,!veh2!var#1,13.66,veh_passenger,0.0,23509.72,25288.51
23.0,11.94,3215.35,0.13,1.12,0.03,270.9,HBEFA3/PC_G_EU4,0.0,1.38,veh2,5337487#6_0,65.17,94.06,!veh2!var#1,13.91,veh_passenger,0.0,23495.82,25288.73
24.0,8.98,3132.62,0.11,1.07,0.03,270.9,HBEFA3/PC_G_EU4,0.0,1.35,veh2,5337487#6_0,65.23,108.17,!veh2!var#1,14.12,veh_passenger,0.0,23481.7,25288.95
25.0,0.0,0.0,0.0,0.0,0.0,270.9,HBEFA3/PC_G_EU4,0.0,0.0,veh2,5337487#6_0,64.71,122.28,!veh2!var#1,14.11,veh_passenger,0.0,23467.6,25289.17
26.0,0.0,0.0,0.0,0.0,0.0,270.87,HBEFA3/PC_G_EU4,0.0,0.0,veh2,:37977514_5_0,62.82,9.74,!veh2!var#1,13.4,veh_passenger,0.0,23454.2,25289.38
27.0,52.43,5262.51,0.36,2.08,0.09,270.83,HBEFA3/PC_G_EU4,0.0,2.26,veh2,5337487#8_0,66.89,9.48,!veh2!var#1,14.18,veh_passenger,0.0,23440.01,25289.59
28.0,0.0,0.0,0.0,0.0,0.0,270.83,HBEFA3/PC_G_EU4,0.0,0.0,veh2,5337487#8_0,63.9,23.35,!veh2!var#1,13.88,veh_passenger,0.0,23426.14,25289.79
29.0,0.0,0.0,0.0,0.0,0.0,270.83,HBEFA3/PC_G_EU4,0.0,0.0,veh2,5337487#8_0,62.93,36.64,!veh2!var#1,13.29,veh_passenger,0.0,23412.85,25289.98
30.0,29.26,4012.68,0.23,1.5,0.06,270.83,HBEFA3/PC_G_EU4,0.0,1.72,veh2,5337487#8_0,65.69,50.4,!veh2!var#1,13.76,veh_passenger,0.0,23399.09,25290.18
31.0,0.0,0.0,0.0,0.0,0.0,270.83,HBEFA3/PC_G_EU4,0.0,0.0,veh2,5337487#8_0,63.82,63.93,!veh2!var#1,13.53,veh_passenger,0.0,23385.56,25290.38
32.0,44.82,4902.54,0.32,1.91,0.08,270.83,HBEFA3/PC_G_EU4,0.0,2.11,veh2,5337487#8_0,66.6,78.15,!veh2!var#1,14.22,veh_passenger,0.0,23371.34,25290.59
33.0,0.0,0.0,0.0,0.0,0.0,270.83,HBEFA3/PC_G_EU4,0.0,0.0,veh2,5337487#8_0,62.57,91.52,!veh2!var#1,13.37,veh_passenger,0.0,23357.98,25290.78
34.0,73.87,6370.79,0.49,2.59,0.12,270.83,HBEFA3/PC_G_EU4,0.0,2.74,veh2,5337487#8_0,67.91,105.94,!veh2!var#1,14.43,veh_passenger,0.0,23343.56,25290.99
35.0,0.0,0.0,0.0,0.0,0.0,270.83,HBEFA3/PC_G_EU4,0.0,0.0,veh2,:38073093_5_0,61.54,0.09,!veh2!var#1,12.99,veh_passenger,0.0,23330.56,25291.18
36.0,0.0,0.0,0.0,0.0,0.0,270.56,HBEFA3/PC_G_EU4,0.0,0.0,veh2,:38073093_5_0,55.7,9.04,!veh2!var#1,8.95,veh_passenger,0.0,23321.61,25291.27
37.0,0.0,0.0,0.0,0.0,0.0,270.56,HBEFA3/PC_G_EU4,0.0,0.0,veh2,:38073093_5_0,47.3,13.49,!veh2!var#1,4.45,veh_passenger,0.0,23317.16,25291.31
38.0,142.73,6513.26,0.81,2.85,0.14,270.8,HBEFA3/PC_G_EU4,0.0,2.8,veh2,:38073097_5_0,69.56,5.84,!veh2!var#1,6.9,veh_passenger,0.0,23310.26,25291.4
39.0,141.34,7679.03,0.83,3.34,0.16,270.87,HBEFA3/PC_G_EU4,0.0,3.3,veh2,5337487#10_0,70.08,0.67,!veh2!var#1,9.22,veh_passenger,0.0,23301.03,25291.54
40.0,145.83,8881.72,0.88,3.85,0.19,271.35,HBEFA3/PC_G_EU4,0.0,3.82,veh2,5337487#10_0,70.84,12.14,!veh2!var#1,11.47,veh_passenger,0.0,23289.57,25291.81
41.0,120.56,8277.09,0.75,3.52,0.17,271.35,HBEFA3/PC_G_EU4,0.0,3.56,veh2,5337487#10_0,69.71,25.35,!veh2!var#1,13.21,veh_passenger,0.0,23276.36,25292.12
42.0,21.42,3574.39,0.18,1.29,0.04,271.35,HBEFA3/PC_G_EU4,0.0,1.54,veh2,5337487#10_0,65.26,38.92,!veh2!var#1,13.57,veh_passenger,0.0,23262.79,25292.44
43.0,0.0,0.0,0.0,0.0,0.0,271.35,HBEFA3/PC_G_EU4,0.0,0.0,veh2,5337487#10_0,63.44,52.18,!veh2!var#1,13.26,veh_passenger,0.0,23249.53,25292.75
44.0,5.03,2720.93,0.08,0.9,0.02,271.35,HBEFA3/PC_G_EU4,0.0,1.17,veh2,5337487#10_0,64.51,65.56,!veh2!var#1,13.38,veh_passenger,0.0,23236.15,25293.07
45.0,48.69,5062.59,0.34,1.98,0.08,271.35,HBEFA3/PC_G_EU4,0.0,2.18,veh2,5337487#10_0,66.7,79.68,!veh2!var#1,14.12,veh_passenger,0.0,23222.04,25293.4
46.0,0.0,0.0,0.0,0.0,0.0,271.35,HBEFA3/PC_G_EU4,0.0,0.0,veh2,5337487#10_0,64.59,93.76,!veh2!var#1,14.07,veh_passenger,0.0,23207.97,25293.73
47.0,1.12,2769.82,0.07,0.9,0.02,271.35,HBEFA3/PC_G_EU4,0.0,1.19,veh2,5337487#10_0,65.03,107.94,!veh2!var#1,14.18,veh_passenger,0.0,23193.79,25294.07
48.0,0.0,2734.03,0.06,0.88,0.02,271.43,HBEFA3/PC_G_EU4,0.0,1.18,veh2,:38073100_5_0,65.06,3.7,!veh2!var#1,14.28,veh_passenger,0.0,23179.51,25294.41
49.0,0.0,0.0,0.0,0.0,0.0,271.51,HBEFA3/PC_G_EU4,0.0,0.0,veh2,5337487#11_0,63.57,2.96,!veh2!var#1,13.82,veh_passenger,0.0,23165.7,25294.77
50.0,12.42,3287.69,0.13,1.15,0.04,271.55,HBEFA3/PC_G_EU4,0.0,1.41,veh2,5337487#11_0,65.32,17.03,!veh2!var#1,14.07,veh_passenger,0.0,23151.63,25295.15
51.0,0.0,0.0,0.0,0.0,0.0,271.55,HBEFA3/PC_G_EU4,0.0,0.0,veh2,5337487#11_0,63.71,30.76,!veh2!var#1,13.73,veh_passenger,0.0,23137.9,25295.52
52.0,23.0,3815.56,0.19,1.39,0.05,271.55,HBEFA3/PC_G_EU4,0.0,1.64,veh2,5337487#11_0,65.72,44.88,!veh2!var#1,14.12,veh_passenger,0.0,23123.78,25295.9
53.0,0.0,0.0,0.0,0.0,0.0,271.55,HBEFA3/PC_G_EU4,0.0,0.0,veh2,5337487#11_0,64.54,58.94,!veh2!var#1,14.06,veh_passenger,0.0,23109.73,25296.28
54.0,0.0,0.0,0.0,0.0,0.0,271.55,HBEFA3/PC_G_EU4,0.0,0.0,veh2,5337487#11_0,62.72,72.26,!veh2!var#1,13.33,veh_passenger,0.0,23096.41,25296.65
55.0,0.0,0.0,0.0,0.0,0.0,271.55,HBEFA3/PC_G_EU4,0.0,0.0,veh2,5337487#11_0,61.92,84.78,!veh2!var#1,12.52,veh_passenger,0.0,23083.9,25296.98
56.0,0.0,0.0,0.0,0.0,0.0,271.55,HBEFA3/PC_G_EU4,0.0,0.0,veh2,5337487#11_0,55.41,93.49,!veh2!var#1,8.71,veh_passenger,0.0,23075.19,25297.22
57.0,0.0,0.0,0.0,0.0,0.0,302.0,HBEFA3/PC_G_EU4,0.0,0.0,veh2,:38051473_4_0,52.68,5.91,!veh2!var#1,6.28,veh_passenger,0.0,23069.91,25299.89
58.0,66.55,2624.18,0.36,1.03,0.04,357.31,HBEFA3/PC_G_EU4,0.0,1.13,veh2,-5335766#0_0,60.48,3.25,!veh2!var#1,6.58,veh_passenger,0.0,23069.16,25306.34
59.0,98.07,4927.39,0.56,2.08,0.09,0.16,HBEFA3/PC_G_EU4,0.0,2.12,veh2,-5335766#0_0,65.49,11.2,!veh2!var#1,7.95,veh_passenger,0.0,23069.18,25314.29
60.0,148.1,8515.59,0.88,3.71,0.18,0.16,HBEFA3/PC_G_EU4,0.0,3.66,veh2,-5335766#0_0,70.83,21.52,!veh2!var#1,10.33,veh_passenger,0.0,23069.21,25324.61
61.0,128.7,8342.73,0.79,3.58,0.17,0.16,HBEFA3/PC_G_EU4,0.0,3.59,veh2,-5335766#0_0,69.91,33.77,!veh2!var#1,12.25,veh_passenger,0.0,23069.24,25336.86
62.0,99.58,7402.79,0.63,3.1,0.14,0.16,HBEFA3/PC_G_EU4,0.0,3.18,veh2,-5335766#0_0,68.77,47.44,!veh2!var#1,13.67,veh_passenger,0.0,23069.28,25350.53
63.0,56.51,5549.57,0.39,2.2,0.09,0.16,HBEFA3/PC_G_EU4,0.0,2.39,veh2,-5335766#0_0,67.24,61.95,!veh2!var#1,14.51,veh_passenger,0.0,23069.32,25365.04
64.0,0.0,0.0,0.0,0.0,0.0,0.16,HBEFA3/PC_G_EU4,0.0,0.0,veh2,-5335766#0_0,63.75,76.0,!veh2!var#1,14.05,veh_passenger,0.0,23069.36,25379.09
65.0,0.0,0.0,0.0,0.0,0.0,0.16,HBEFA3/PC_G_EU4,0.0,0.0,veh2,-5335766#0_0,62.74,89.33,!veh2!var#1,13.33,veh_passenger,0.0,23069.39,25392.42
66.0,0.0,0.0,0.0,0.0,0.0,0.16,HBEFA3/PC_G_EU4,0.0,0.0,veh2,-5335766#0_0,64.12,102.64,!veh2!var#1,13.31,veh_passenger,0.0,23069.43,25405.73
67.0,28.83,3997.92,0.22,1.49,0.06,0.16,HBEFA3/PC_G_EU4,0.0,1.72,veh2,-5335766#0_0,65.69,116.42,!veh2!var#1,13.78,veh_passenger,0.0,23069.47,25419.51
68.0,32.86,4346.45,0.25,1.64,0.06,0.16,HBEFA3/PC_G_EU4,0.0,1.87,veh2,-5335766#0_0,66.21,130.72,!veh2!var#1,14.31,veh_passenger,0.0,23069.5,25433.81
69.0,0.0,0.0,0.0,0.0,0.0,0.16,HBEFA3/PC_G_EU4,0.0,0.0,veh2,-5335766#0_0,62.2,143.98,!veh2!var#1,13.26,veh_passenger,0.0,23069.54,25447.07
70.0,85.17,6929.53,0.55,2.86,0.13,0.16,HBEFA3/PC_G_EU4,0.0,2.98,veh2,-5335766#0_0,68.42,158.44,!veh2!var#1,14.46,veh_passenger,0.0,23069.58,25461.53
71.0,0.0,0.0,0.0,0.0,0.0,0.16,HBEFA3/PC_G_EU4,0.0,0.0,veh2,-5335766#0_0,64.27,172.66,!veh2!var#1,14.21,veh_passenger,0.0,23069.62,25475.75
72.0,3.55,2938.51,0.08,0.98,0.03,0.16,HBEFA3/PC_G_EU4,0.0,1.26,veh2,-5335766#0_0,65.25,187.02,!veh2!var#1,14.36,veh_passenger,0.0,23069.66,25490.11
73.0,0.0,2706.46,0.05,0.86,0.02,0.1,HBEFA3/PC_G_EU4,0.0,1.16,veh2,-5335766#0_0,65.15,201.47,!veh2!var#1,14.45,veh_passenger,0.0,23069.69,25504.56
74.0,0.0,0.0,0.0,0.0,0.0,0.1,HBEFA3/PC_G_EU4,0.0,0.0,veh2,-5335766#0_0,58.89,212.8,!veh2!var#1,11.33,veh_passenger,0.0,23069.71,25515.89
75.0,0.0,0.0,0.0,0.0,0.0,0.1,HBEFA3/PC_G_EU4,0.0,0.0,veh2,-5335766#0_0,54.13,220.6,!veh2!var#1,7.8,veh_passenger,0.0,23069.72,25523.69
76.0,0.0,0.0,0.0,0.0,0.0,0.1,HBEFA3/PC_G_EU4,0.0,0.0,veh2,-5335766#0_0,45.52,224.25,!veh2!var#1,3.65,veh_passenger,0.0,23069.73,25527.34
77.0,0.0,0.0,0.0,0.0,0.0,0.1,HBEFA3/PC_G_EU4,0.0,0.0,veh2,-5335766#0_0,45.96,225.48,!veh2!var#1,1.23,veh_passenger,0.0,23069.73,25528.57
78.0,0.0,0.0,0.0,0.0,0.0,0.1,HBEFA3/PC_G_EU4,0.0,0.0,veh2,-5335766#0_0,51.49,225.68,!veh2!var#1,0.2,veh_passenger,0.0,23069.73,25528.77
79.0,0.0,0.0,0.0,0.0,0.0,0.1,HBEFA3/PC_G_EU4,0.0,0.0,veh2,-5335766#0_0,55.32,225.74,!veh2!var#1,0.06,veh_passenger,1.0,23069.73,25528.83
80.0,0.0,0.0,0.0,0.0,0.0,0.1,HBEFA3/PC_G_EU4,0.0,0.0,veh2,-5335766#0_0,55.87,225.78,!veh2!var#1,0.04,veh_passenger,2.0,23069.73,25528.87
81.0,148.94,2824.48,0.74,1.27,0.06,358.44,HBEFA3/PC_G_EU4,0.0,1.21,veh2,:37976840_4_0,61.32,1.06,!veh2!var#1,1.16,veh_passenger,0.0,23069.59,25530.02
82.0,135.97,3335.58,0.7,1.47,0.07,354.3,HBEFA3/PC_G_EU4,0.0,1.43,veh2,:37976840_4_0,63.39,3.68,!veh2!var#1,2.62,veh_passenger,0.0,23069.23,25532.61
83.0,130.74,4437.76,0.7,1.94,0.09,327.24,HBEFA3/PC_G_EU4,0.0,1.91,veh2,:37976840_4_0,66.12,8.2,!veh2!var#1,4.52,veh_passenger,0.0,23066.68,25536.2
84.0,118.82,4977.42,0.66,2.14,0.1,283.25,HBEFA3/PC_G_EU4,0.0,2.14,veh2,734643299#11_0,66.26,0.26,!veh2!var#1,6.27,veh_passenger,0.0,23060.8,25538.02
85.0,147.21,7725.9,0.86,3.38,0.16,271.4,HBEFA3/PC_G_EU4,0.0,3.32,veh2,734643299#11_0,70.5,9.0,!veh2!var#1,8.74,veh_passenger,0.0,23052.06,25538.23
86.0,130.46,7853.1,0.78,3.38,0.16,271.4,HBEFA3/PC_G_EU4,0.0,3.38,veh2,734643299#11_0,69.64,19.78,!veh2!var#1,10.78,veh_passenger,0.0,23041.29,25538.49
87.0,154.6,9867.42,0.94,4.28,0.21,271.4,HBEFA3/PC_G_EU4,0.0,4.24,veh2,734643299#11_0,71.59,32.79,!veh2!var#1,13.02,veh_passenger,0.0,23028.28,25538.81
88.0,5.83,2680.33,0.09,0.88,0.02,271.44,HBEFA3/PC_G_EU4,0.0,1.15,veh2,734643299#11_0,64.33,45.93,!veh2!var#1,13.14,veh_passenger,0.0,23015.15,25539.14
89.0,34.08,4220.32,0.25,1.6,0.06,271.59,HBEFA3/PC_G_EU4,0.0,1.81,veh2,734643299#11_0,65.82,59.6,!veh2!var#1,13.67,veh_passenger,0.0,23001.49,25539.52
90.0,11.82,3210.96,0.13,1.11,0.03,271.51,HBEFA3/PC_G_EU4,0.0,1.38,veh2,:37972865_5_0,65.17,2.2,!veh2!var#1,13.91,veh_passenger,0.0,22987.68,25539.89
91.0,0.0,0.0,0.0,0.0,0.0,271.38,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#13_0,61.68,0.48,!veh2!var#1,12.77,veh_passenger,0.0,22974.92,25540.2
92.0,34.09,4105.23,0.25,1.55,0.06,271.19,HBEFA3/PC_G_EU4,0.0,1.76,veh2,734643299#14_0,65.56,11.72,!veh2!var#1,13.3,veh_passenger,0.0,22961.62,25540.48
93.0,0.0,0.0,0.0,0.0,0.0,271.19,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#14_0,62.63,24.49,!veh2!var#1,12.77,veh_passenger,0.0,22948.86,25540.75
94.0,46.24,4749.44,0.32,1.85,0.08,271.19,HBEFA3/PC_G_EU4,0.0,2.04,veh2,734643299#14_0,66.18,37.96,!veh2!var#1,13.47,veh_passenger,0.0,22935.39,25541.03
95.0,0.0,0.0,0.0,0.0,0.0,271.19,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#14_0,62.37,50.75,!veh2!var#1,12.79,veh_passenger,0.0,22922.6,25541.3
96.0,66.58,5828.01,0.44,2.35,0.1,271.19,HBEFA3/PC_G_EU4,0.0,2.51,veh2,734643299#14_0,67.25,64.52,!veh2!var#1,13.77,veh_passenger,0.0,22908.84,25541.58
97.0,0.0,0.0,0.0,0.0,0.0,271.19,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#14_0,63.78,78.04,!veh2!var#1,13.53,veh_passenger,0.0,22895.32,25541.87
98.0,0.0,0.0,0.0,0.0,0.0,271.19,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#14_0,64.1,91.5,!veh2!var#1,13.46,veh_passenger,0.0,22881.86,25542.15
99.0,0.0,0.0,0.0,0.0,0.0,271.19,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#14_0,63.81,104.81,!veh2!var#1,13.31,veh_passenger,0.0,22868.56,25542.42
100.0,35.48,4346.67,0.26,1.65,0.06,271.19,HBEFA3/PC_G_EU4,0.0,1.87,veh2,734643299#14_0,66.01,118.67,!veh2!var#1,13.86,veh_passenger,0.0,22854.7,25542.71
101.0,0.0,0.0,0.0,0.0,0.0,271.19,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#14_0,61.95,131.54,!veh2!var#1,12.87,veh_passenger,0.0,22841.83,25542.98
102.0,31.97,4023.97,0.24,1.51,0.06,271.14,HBEFA3/PC_G_EU4,0.0,1.73,veh2,:37976844_5_0,65.52,1.71,!veh2!var#1,13.37,veh_passenger,0.0,22828.56,25543.25
103.0,14.33,3248.94,0.14,1.14,0.04,271.09,HBEFA3/PC_G_EU4,0.0,1.4,veh2,734643299#16_0,65.04,0.88,!veh2!var#1,13.63,veh_passenger,0.0,22814.93,25543.52
104.0,0.0,0.0,0.0,0.0,0.0,270.96,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#17_0,62.71,12.66,!veh2!var#1,13.03,veh_passenger,0.0,22802.0,25543.73
105.0,38.23,4407.16,0.28,1.69,0.07,270.96,HBEFA3/PC_G_EU4,0.0,1.89,veh2,734643299#17_0,65.95,26.29,!veh2!var#1,13.62,veh_passenger,0.0,22788.38,25543.96
106.0,0.0,0.0,0.0,0.0,0.0,270.96,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#17_0,63.24,39.51,!veh2!var#1,13.23,veh_passenger,0.0,22775.15,25544.18
107.0,0.0,0.0,0.0,0.0,0.0,270.96,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#17_0,63.78,52.63,!veh2!var#1,13.12,veh_passenger,0.0,22762.03,25544.4
108.0,5.56,2701.4,0.09,0.89,0.02,270.96,HBEFA3/PC_G_EU4,0.0,1.16,veh2,734643299#17_0,64.41,65.88,!veh2!var#1,13.24,veh_passenger,0.0,22748.79,25544.63
109.0,0.0,0.0,0.0,0.0,0.0,270.96,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#17_0,63.64,78.96,!veh2!var#1,13.09,veh_passenger,0.0,22735.71,25544.84
110.0,0.0,0.0,0.0,0.0,0.0,270.96,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#17_0,63.03,91.73,!veh2!var#1,12.77,veh_passenger,0.0,22722.94,25545.06
111.0,85.07,6790.83,0.55,2.8,0.13,270.96,HBEFA3/PC_G_EU4,0.0,2.92,veh2,734643299#17_0,68.21,105.71,!veh2!var#1,13.98,veh_passenger,0.0,22708.96,25545.29
112.0,0.0,0.0,0.0,0.0,0.0,270.96,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#17_0,63.25,119.2,!veh2!var#1,13.49,veh_passenger,0.0,22695.47,25545.52
113.0,0.0,0.0,0.0,0.0,0.0,270.96,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#17_0,62.62,132.1,!veh2!var#1,12.9,veh_passenger,0.0,22682.57,25545.74
114.0,0.0,0.0,0.0,0.0,0.0,270.96,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#17_0,54.82,140.51,!veh2!var#1,8.4,veh_passenger,0.0,22674.17,25545.88
115.0,0.0,0.0,0.0,0.0,0.0,270.95,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#18_0,47.25,0.47,!veh2!var#1,4.32,veh_passenger,0.0,22669.95,25545.95
116.0,127.72,5451.03,0.71,2.37,0.11,270.63,HBEFA3/PC_G_EU4,0.0,2.34,veh2,:37973959_5_0,67.44,5.46,!veh2!var#1,6.34,veh_passenger,0.0,22663.61,25546.02
117.0,133.56,6953.55,0.77,3.02,0.14,270.63,HBEFA3/PC_G_EU4,0.0,2.99,veh2,:37973959_5_0,69.19,13.98,!veh2!var#1,8.53,veh_passenger,0.0,22655.09,25546.11
118.0,151.44,8928.71,0.9,3.89,0.19,270.31,HBEFA3/PC_G_EU4,0.0,3.84,veh2,734643299#20_0,71.16,6.06,!veh2!var#1,10.91,veh_passenger,0.0,22644.29,25546.17
119.0,154.33,9893.78,0.94,4.29,0.21,270.31,HBEFA3/PC_G_EU4,0.0,4.25,veh2,734643299#20_0,71.58,19.2,!veh2!var#1,13.14,veh_passenger,0.0,22631.15,25546.24
120.0,3.93,2620.04,0.08,0.85,0.02,270.31,HBEFA3/PC_G_EU4,0.0,1.13,veh2,734643299#20_0,64.35,32.44,!veh2!var#1,13.23,veh_passenger,0.0,22617.91,25546.31
121.0,0.0,0.0,0.0,0.0,0.0,270.31,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#20_0,63.44,45.45,!veh2!var#1,13.01,veh_passenger,0.0,22604.9,25546.38
122.0,48.54,4945.6,0.34,1.94,0.08,270.31,HBEFA3/PC_G_EU4,0.0,2.13,veh2,734643299#20_0,66.46,59.19,!veh2!var#1,13.74,veh_passenger,0.0,22591.16,25546.46
123.0,0.0,0.0,0.0,0.0,0.0,270.31,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#20_0,63.8,72.71,!veh2!var#1,13.52,veh_passenger,0.0,22577.64,25546.53
124.0,0.0,0.0,0.0,0.0,0.0,270.28,HBEFA3/PC_G_EU4,0.0,0.0,veh2,:37976847_4_0,63.28,3.96,!veh2!var#1,13.17,veh_passenger,0.0,22564.47,25546.6
125.0,0.0,0.0,0.0,0.0,0.0,270.26,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#21_0,63.05,2.39,!veh2!var#1,12.83,veh_passenger,0.0,22551.64,25546.66
126.0,59.3,5455.85,0.4,2.18,0.09,270.24,HBEFA3/PC_G_EU4,0.0,2.35,veh2,734643299#21_0,66.9,16.09,!veh2!var#1,13.7,veh_passenger,0.0,22537.94,25546.72
127.0,0.0,0.0,0.0,0.0,0.0,270.24,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#21_0,63.76,29.57,!veh2!var#1,13.47,veh_passenger,0.0,22524.46,25546.78
128.0,0.0,0.0,0.0,0.0,0.0,270.24,HBEFA3/PC_G_EU4,0.0,0.0,veh2,734643299#21_0,63.39,42.74,!veh2!var#1,13.18,veh_passenger,0.0,22511.29,25546.83
