timestep_time,vehicle_CO,vehicle_CO2,vehicle_HC,vehicle_NOx,vehicle_PMx,vehicle_angle,vehicle_eclass,vehicle_electricity,vehicle_fuel,vehicle_id,vehicle_lane,vehicle_noise,vehicle_pos,vehicle_route,vehicle_speed,vehicle_type,vehicle_waiting,vehicle_x,vehicle_y
14.0,132.94,8326.6,0.81,3.59,0.17,269.57,HBEFA3/PC_G_EU4,0.0,3.58,veh1,-5340539#5_0,70.03,26.37,!veh1!var#1,11.65,veh_passenger,0.0,29216.1,24492.67
15.0,11.04,2437.91,0.1,0.8,0.02,269.57,HBEFA3/PC_G_EU4,0.0,1.05,veh1,-5340539#5_0,63.26,38.11,!veh1!var#1,11.74,veh_passenger,0.0,29204.37,24492.58
16.0,22.83,3120.9,0.17,1.12,0.03,269.57,HBEFA3/PC_G_EU4,0.0,1.34,veh1,-5340539#5_0,64.05,50.14,!veh1!var#1,12.03,veh_passenger,0.0,29192.34,24492.49
17.0,0.0,0.0,0.0,0.0,0.0,269.57,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-5340539#5_0,59.94,61.02,!veh1!var#1,10.88,veh_passenger,0.0,29181.46,24492.41
18.0,0.0,0.0,0.0,0.0,0.0,269.57,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-5340539#5_0,53.09,68.2,!veh1!var#1,7.18,veh_passenger,0.0,29174.28,24492.36
19.0,0.0,0.0,0.0,0.0,0.0,269.57,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-5340539#5_0,45.49,71.64,!veh1!var#1,3.44,veh_passenger,0.0,29170.84,24492.33
20.0,143.51,5962.03,0.8,2.62,0.13,258.14,HBEFA3/PC_G_EU4,0.0,2.56,veh1,:38015297_6_0,69.26,4.37,!veh1!var#1,5.92,veh_passenger,0.0,29165.07,24491.31
21.0,77.38,3105.35,0.42,1.25,0.05,222.17,HBEFA3/PC_G_EU4,0.0,1.33,veh1,737358450#8_0,61.55,0.07,!veh1!var#1,6.5,veh_passenger,0.0,29160.43,24487.16
22.0,148.35,7902.36,0.86,3.45,0.17,180.83,HBEFA3/PC_G_EU4,0.0,3.4,veh1,737358450#9_0,70.64,5.21,!veh1!var#1,8.98,veh_passenger,0.0,29160.29,24478.17
23.0,127.06,7761.25,0.76,3.34,0.16,180.83,HBEFA3/PC_G_EU4,0.0,3.34,veh1,737358450#9_0,69.45,16.16,!veh1!var#1,10.95,veh_passenger,0.0,29160.14,24467.22
24.0,56.74,4667.73,0.37,1.86,0.08,180.83,HBEFA3/PC_G_EU4,0.0,2.01,veh1,737358450#9_0,65.51,27.92,!veh1!var#1,11.76,veh_passenger,0.0,29159.96,24455.46
25.0,54.5,4850.3,0.36,1.92,0.08,180.83,HBEFA3/PC_G_EU4,0.0,2.08,veh1,737358450#9_0,65.96,40.48,!veh1!var#1,12.56,veh_passenger,0.0,29159.78,24442.9
26.0,0.0,0.0,0.0,0.0,0.0,180.83,HBEFA3/PC_G_EU4,0.0,0.0,veh1,737358450#9_0,63.4,52.97,!veh1!var#1,12.49,veh_passenger,0.0,29159.6,24430.41
27.0,0.0,0.0,0.0,0.0,0.0,180.49,HBEFA3/PC_G_EU4,0.0,0.0,veh1,737358450#9_0,61.49,64.76,!veh1!var#1,11.78,veh_passenger,0.0,29159.46,24418.63
28.0,79.73,6210.04,0.51,2.55,0.11,179.67,HBEFA3/PC_G_EU4,0.0,2.67,veh1,737358450#9_0,67.45,77.71,!veh1!var#1,12.95,veh_passenger,0.0,29159.53,24405.67
29.0,3.34,2524.39,0.07,0.81,0.02,179.67,HBEFA3/PC_G_EU4,0.0,1.09,veh1,737358450#9_0,64.15,90.74,!veh1!var#1,13.03,veh_passenger,0.0,29159.61,24392.64
30.0,0.0,0.0,0.0,0.0,0.0,179.67,HBEFA3/PC_G_EU4,0.0,0.0,veh1,737358450#9_0,62.77,103.37,!veh1!var#1,12.63,veh_passenger,0.0,29159.68,24380.01
31.0,13.94,2978.73,0.13,1.03,0.03,179.67,HBEFA3/PC_G_EU4,0.0,1.28,veh1,737358450#9_0,64.39,116.22,!veh1!var#1,12.85,veh_passenger,0.0,29159.76,24367.16
32.0,0.0,0.0,0.0,0.0,0.0,179.67,HBEFA3/PC_G_EU4,0.0,0.0,veh1,737358450#10_0,61.81,11.69,!veh1!var#1,12.15,veh_passenger,0.0,29159.83,24355.11
33.0,0.0,0.0,0.0,0.0,0.0,179.63,HBEFA3/PC_G_EU4,0.0,0.0,veh1,737358450#11_0,62.71,4.7,!veh1!var#1,11.96,veh_passenger,0.0,29159.9,24343.26
34.0,0.0,0.0,0.0,0.0,0.0,179.63,HBEFA3/PC_G_EU4,0.0,0.0,veh1,737358450#11_0,53.36,12.17,!veh1!var#1,7.47,veh_passenger,0.0,29159.95,24335.79
35.0,0.0,0.0,0.0,0.0,0.0,177.03,HBEFA3/PC_G_EU4,0.0,0.0,veh1,737358450#12_0,49.92,4.55,!veh1!var#1,4.79,veh_passenger,0.0,29160.21,24331.03
36.0,89.67,3026.36,0.48,1.25,0.05,198.81,HBEFA3/PC_G_EU4,0.0,1.3,veh1,:38015301_6_0,61.09,4.97,!veh1!var#1,5.41,veh_passenger,0.0,29158.68,24326.07
37.0,0.0,0.0,0.0,0.0,0.0,255.38,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#17_0,57.5,1.11,!veh1!var#1,5.17,veh_passenger,0.0,29153.8,24324.75
38.0,144.33,7002.78,0.82,3.06,0.15,270.18,HBEFA3/PC_G_EU4,0.0,3.01,veh1,-143324752#17_0,69.97,8.74,!veh1!var#1,7.63,veh_passenger,0.0,29146.17,24324.7
39.0,138.0,7813.7,0.82,3.39,0.16,270.18,HBEFA3/PC_G_EU4,0.0,3.36,veh1,-143324752#17_0,69.96,18.59,!veh1!var#1,9.85,veh_passenger,0.0,29136.32,24324.73
40.0,118.99,7650.61,0.72,3.27,0.15,270.18,HBEFA3/PC_G_EU4,0.0,3.29,veh1,-143324752#17_0,69.14,30.25,!veh1!var#1,11.66,veh_passenger,0.0,29124.66,24324.77
41.0,86.21,6512.93,0.55,2.7,0.12,270.18,HBEFA3/PC_G_EU4,0.0,2.8,veh1,-143324752#17_0,67.77,43.17,!veh1!var#1,12.92,veh_passenger,0.0,29111.74,24324.81
42.0,0.0,0.0,0.0,0.0,0.0,270.18,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#17_0,62.38,55.58,!veh1!var#1,12.41,veh_passenger,0.0,29099.33,24324.85
43.0,0.0,0.0,0.0,0.0,0.0,270.1,HBEFA3/PC_G_EU4,0.0,0.0,veh1,:38025146_1_0,62.05,1.81,!veh1!var#1,11.93,veh_passenger,0.0,29087.4,24324.88
44.0,52.87,4822.15,0.35,1.91,0.08,269.94,HBEFA3/PC_G_EU4,0.0,2.07,veh1,-143324752#15_0,65.98,0.16,!veh1!var#1,12.71,veh_passenger,0.0,29074.69,24324.87
45.0,0.0,0.0,0.0,0.0,0.0,269.29,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#14_0,62.59,8.96,!veh1!var#1,12.33,veh_passenger,0.0,29062.46,24324.71
46.0,19.95,3194.28,0.16,1.14,0.04,269.29,HBEFA3/PC_G_EU4,0.0,1.37,veh1,-143324752#14_0,64.44,21.58,!veh1!var#1,12.62,veh_passenger,0.0,29049.84,24324.55
47.0,0.0,0.0,0.0,0.0,0.0,269.29,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#14_0,63.29,34.09,!veh1!var#1,12.5,veh_passenger,0.0,29037.33,24324.4
48.0,0.0,0.0,0.0,0.0,0.0,269.54,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#14_0,62.65,46.28,!veh1!var#1,12.2,veh_passenger,0.0,29025.14,24324.27
49.0,3.34,2240.04,0.06,0.7,0.01,270.75,HBEFA3/PC_G_EU4,0.0,0.96,veh1,-143324752#14_0,63.4,58.49,!veh1!var#1,12.21,veh_passenger,0.0,29012.93,24324.43
50.0,0.0,0.0,0.0,0.0,0.0,270.16,HBEFA3/PC_G_EU4,0.0,0.0,veh1,:38079174_1_0,62.65,8.32,!veh1!var#1,11.98,veh_passenger,0.0,29000.95,24324.5
51.0,39.0,4093.61,0.27,1.57,0.06,269.5,HBEFA3/PC_G_EU4,0.0,1.76,veh1,-143324752#13_0,65.21,6.54,!veh1!var#1,12.55,veh_passenger,0.0,28988.4,24324.46
52.0,0.0,0.0,0.0,0.0,0.0,269.5,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#13_0,62.11,18.59,!veh1!var#1,12.05,veh_passenger,0.0,28976.35,24324.36
53.0,17.7,2965.33,0.15,1.04,0.03,269.44,HBEFA3/PC_G_EU4,0.0,1.27,veh1,-143324752#13_0,64.06,30.88,!veh1!var#1,12.28,veh_passenger,0.0,28964.06,24324.24
54.0,32.81,3869.74,0.24,1.45,0.05,261.72,HBEFA3/PC_G_EU4,0.0,1.66,veh1,-143324752#13_0,65.11,43.65,!veh1!var#1,12.77,veh_passenger,0.0,28951.38,24322.95
55.0,0.0,0.0,0.0,0.0,0.0,258.61,HBEFA3/PC_G_EU4,0.0,0.0,veh1,:38089347_1_0,63.66,0.64,!veh1!var#1,12.74,veh_passenger,0.0,28938.89,24320.45
56.0,0.0,0.0,0.0,0.0,0.0,254.33,HBEFA3/PC_G_EU4,0.0,0.0,veh1,:38089347_1_0,62.57,12.99,!veh1!var#1,12.35,veh_passenger,0.0,28926.92,24317.44
57.0,15.26,2945.24,0.14,1.02,0.03,253.03,HBEFA3/PC_G_EU4,0.0,1.27,veh1,-143324752#12_0,64.2,11.29,!veh1!var#1,12.56,veh_passenger,0.0,28914.9,24313.78
58.0,0.0,0.0,0.0,0.0,0.0,245.22,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#12_0,61.67,23.2,!veh1!var#1,11.9,veh_passenger,0.0,28904.09,24308.81
59.0,34.2,3805.32,0.24,1.43,0.05,237.9,HBEFA3/PC_G_EU4,0.0,1.64,veh1,-143324752#12_0,64.87,35.59,!veh1!var#1,12.39,veh_passenger,0.0,28893.27,24302.8
60.0,0.0,0.0,0.0,0.0,0.0,237.81,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#12_0,62.27,47.58,!veh1!var#1,11.99,veh_passenger,0.0,28883.12,24296.42
61.0,65.29,5508.66,0.43,2.22,0.1,237.81,HBEFA3/PC_G_EU4,0.0,2.37,veh1,-143324752#12_0,66.73,60.53,!veh1!var#1,12.95,veh_passenger,0.0,28872.16,24289.52
62.0,0.0,0.0,0.0,0.0,0.0,244.18,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#12_0,61.6,72.67,!veh1!var#1,12.14,veh_passenger,0.0,28861.63,24283.53
63.0,28.59,3589.57,0.21,1.33,0.05,248.77,HBEFA3/PC_G_EU4,0.0,1.54,veh1,-143324752#12_0,64.75,85.23,!veh1!var#1,12.55,veh_passenger,0.0,28850.09,24278.6
64.0,0.0,0.0,0.0,0.0,0.0,250.37,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#11_0,62.83,2.98,!veh1!var#1,12.3,veh_passenger,0.0,28838.5,24274.47
65.0,0.0,0.0,0.0,0.0,0.0,259.81,HBEFA3/PC_G_EU4,0.0,0.0,veh1,:38150377_1_0,61.72,5.92,!veh1!var#1,11.74,veh_passenger,0.0,28827.0,24272.14
66.0,7.85,2296.8,0.09,0.74,0.01,261.08,HBEFA3/PC_G_EU4,0.0,0.99,veh1,-143324752#10_0,63.16,3.18,!veh1!var#1,11.77,veh_passenger,0.0,28815.4,24270.17
67.0,7.69,2303.25,0.09,0.74,0.01,264.43,HBEFA3/PC_G_EU4,0.0,0.99,veh1,-143324752#10_0,63.19,14.99,!veh1!var#1,11.81,veh_passenger,0.0,28803.69,24268.71
68.0,37.72,3960.95,0.26,1.51,0.06,269.12,HBEFA3/PC_G_EU4,0.0,1.7,veh1,:37966274_0_0,65.0,4.86,!veh1!var#1,12.35,veh_passenger,0.0,28791.35,24268.37
69.0,30.35,3760.48,0.22,1.4,0.05,270.23,HBEFA3/PC_G_EU4,0.0,1.62,veh1,-143324752#9_0,65.03,3.33,!veh1!var#1,12.8,veh_passenger,0.0,28778.55,24268.27
70.0,0.0,0.0,0.0,0.0,0.0,270.76,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#9_0,61.13,15.18,!veh1!var#1,11.85,veh_passenger,0.0,28766.7,24268.43
71.0,23.89,3225.23,0.18,1.17,0.04,270.76,HBEFA3/PC_G_EU4,0.0,1.39,veh1,-143324752#9_0,64.22,27.35,!veh1!var#1,12.17,veh_passenger,0.0,28754.53,24268.59
72.0,17.46,2999.13,0.15,1.05,0.03,270.76,HBEFA3/PC_G_EU4,0.0,1.29,veh1,-143324752#9_0,64.16,39.76,!veh1!var#1,12.41,veh_passenger,0.0,28742.12,24268.76
73.0,0.0,0.0,0.0,0.0,0.0,270.76,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#9_0,62.15,51.73,!veh1!var#1,11.96,veh_passenger,0.0,28730.16,24268.92
74.0,57.68,5092.53,0.38,2.03,0.08,270.76,HBEFA3/PC_G_EU4,0.0,2.19,veh1,-143324752#9_0,66.28,64.55,!veh1!var#1,12.82,veh_passenger,0.0,28717.34,24269.09
75.0,0.0,0.0,0.0,0.0,0.0,270.77,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#9_0,62.97,77.09,!veh1!var#1,12.54,veh_passenger,0.0,28704.8,24269.26
76.0,0.0,0.0,0.0,0.0,0.0,270.77,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#9_0,63.53,89.6,!veh1!var#1,12.51,veh_passenger,0.0,28692.29,24269.42
77.0,0.0,0.0,0.0,0.0,0.0,270.77,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#9_0,62.56,101.78,!veh1!var#1,12.18,veh_passenger,0.0,28680.11,24269.59
78.0,49.93,4751.1,0.34,1.87,0.08,270.77,HBEFA3/PC_G_EU4,0.0,2.04,veh1,-143324752#9_0,65.98,114.7,!veh1!var#1,12.92,veh_passenger,0.0,28667.19,24269.76
79.0,0.0,0.0,0.0,0.0,0.0,270.77,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#9_0,61.82,126.9,!veh1!var#1,12.2,veh_passenger,0.0,28654.99,24269.92
80.0,0.0,0.0,0.0,0.0,0.0,270.77,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#9_0,62.79,138.92,!veh1!var#1,12.02,veh_passenger,0.0,28642.97,24270.09
81.0,64.18,5459.18,0.42,2.2,0.09,270.77,HBEFA3/PC_G_EU4,0.0,2.35,veh1,-143324752#9_0,66.69,151.89,!veh1!var#1,12.97,veh_passenger,0.0,28630.0,24270.26
82.0,0.0,0.0,0.0,0.0,0.0,270.77,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#9_0,61.84,164.13,!veh1!var#1,12.24,veh_passenger,0.0,28617.76,24270.42
83.0,6.15,2410.34,0.08,0.78,0.02,270.76,HBEFA3/PC_G_EU4,0.0,1.04,veh1,-143324752#9_0,63.6,176.44,!veh1!var#1,12.3,veh_passenger,0.0,28605.46,24270.59
84.0,0.0,0.0,0.0,0.0,0.0,270.76,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#9_0,62.58,188.47,!veh1!var#1,12.03,veh_passenger,0.0,28593.43,24270.75
85.0,52.61,4843.05,0.35,1.91,0.08,270.76,HBEFA3/PC_G_EU4,0.0,2.08,veh1,-143324752#6_0,66.03,8.03,!veh1!var#1,12.81,veh_passenger,0.0,28580.73,24270.92
86.0,7.33,2686.48,0.09,0.89,0.02,270.76,HBEFA3/PC_G_EU4,0.0,1.15,veh1,-143324752#6_0,64.21,20.97,!veh1!var#1,12.93,veh_passenger,0.0,28567.8,24271.09
87.0,0.0,0.0,0.0,0.0,0.0,270.76,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#6_0,61.93,33.22,!veh1!var#1,12.25,veh_passenger,0.0,28555.55,24271.25
88.0,0.0,0.0,0.0,0.0,0.0,270.76,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#6_0,62.38,45.15,!veh1!var#1,11.93,veh_passenger,0.0,28543.62,24271.41
89.0,5.06,2223.17,0.07,0.7,0.01,270.76,HBEFA3/PC_G_EU4,0.0,0.96,veh1,-143324752#6_0,63.2,57.08,!veh1!var#1,11.94,veh_passenger,0.0,28531.69,24271.57
90.0,70.17,5750.18,0.46,2.34,0.1,270.4,HBEFA3/PC_G_EU4,0.0,2.47,veh1,:38033058_1_0,66.98,8.51,!veh1!var#1,12.97,veh_passenger,0.0,28518.72,24271.69
91.0,0.0,0.0,0.0,0.0,0.0,270.01,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#4_0,61.52,1.01,!veh1!var#1,12.12,veh_passenger,0.0,28506.7,24271.73
92.0,27.87,3542.49,0.21,1.31,0.04,270.04,HBEFA3/PC_G_EU4,0.0,1.52,veh1,-143324752#4_0,64.69,13.53,!veh1!var#1,12.52,veh_passenger,0.0,28494.18,24271.74
93.0,16.38,3069.78,0.14,1.08,0.03,271.83,HBEFA3/PC_G_EU4,0.0,1.32,veh1,-143324752#4_0,64.42,26.29,!veh1!var#1,12.77,veh_passenger,0.0,28481.42,24271.92
94.0,15.57,3114.09,0.14,1.09,0.03,273.17,HBEFA3/PC_G_EU4,0.0,1.34,veh1,-143324752#4_0,64.59,39.31,!veh1!var#1,13.02,veh_passenger,0.0,28468.42,24272.63
95.0,0.0,0.0,0.0,0.0,0.0,273.15,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#3_0,63.2,10.38,!veh1!var#1,12.77,veh_passenger,0.0,28455.67,24273.33
96.0,0.0,0.0,0.0,0.0,0.0,277.24,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#3_0,62.57,22.75,!veh1!var#1,12.37,veh_passenger,0.0,28443.4,24274.84
97.0,1.92,2230.02,0.06,0.69,0.01,278.02,HBEFA3/PC_G_EU4,0.0,0.96,veh1,-143324752#3_0,63.5,35.12,!veh1!var#1,12.37,veh_passenger,0.0,28431.13,24276.46
98.0,5.05,2401.68,0.08,0.77,0.02,279.63,HBEFA3/PC_G_EU4,0.0,1.03,veh1,-143324752#3_0,63.67,47.55,!veh1!var#1,12.43,veh_passenger,0.0,28418.88,24278.54
99.0,0.0,0.0,0.0,0.0,0.0,279.64,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#1_0,63.51,4.07,!veh1!var#1,12.42,veh_passenger,0.0,28406.74,24280.6
100.0,29.56,3743.38,0.22,1.39,0.05,277.9,HBEFA3/PC_G_EU4,0.0,1.61,veh1,-143324752#1_0,65.04,16.94,!veh1!var#1,12.87,veh_passenger,0.0,28394.03,24282.61
101.0,0.0,0.0,0.0,0.0,0.0,275.96,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#1_0,63.73,29.76,!veh1!var#1,12.83,veh_passenger,0.0,28381.28,24283.94
102.0,0.0,0.0,0.0,0.0,0.0,275.89,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#0_0,55.02,0.97,!veh1!var#1,8.52,veh_passenger,0.0,28372.8,24284.82
103.0,0.0,0.0,0.0,0.0,0.0,275.7,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-143324752#0_0,47.12,5.28,!veh1!var#1,4.31,veh_passenger,0.0,28368.52,24285.24
104.0,134.19,5873.96,0.75,2.56,0.12,274.99,HBEFA3/PC_G_EU4,0.0,2.52,veh1,:38082471_1_0,68.36,4.35,!veh1!var#1,6.52,veh_passenger,0.0,28362.03,24285.83
105.0,142.26,7554.5,0.83,3.29,0.16,271.73,HBEFA3/PC_G_EU4,0.0,3.25,veh1,:38082471_1_0,70.08,13.23,!veh1!var#1,8.88,veh_passenger,0.0,28353.15,24286.21
106.0,91.73,5738.93,0.55,2.4,0.11,270.25,HBEFA3/PC_G_EU4,0.0,2.47,veh1,-737358446#13_0,66.64,8.62,!veh1!var#1,10.24,veh_passenger,0.0,28342.92,24286.28
107.0,97.62,6627.68,0.6,2.78,0.13,270.28,HBEFA3/PC_G_EU4,0.0,2.85,veh1,-737358446#12_0,67.82,11.04,!veh1!var#1,11.7,veh_passenger,0.0,28331.33,24286.33
108.0,151.88,9987.28,0.93,4.31,0.21,270.28,HBEFA3/PC_G_EU4,0.0,4.29,veh1,-737358446#12_0,71.53,24.86,!veh1!var#1,13.82,veh_passenger,0.0,28317.5,24286.4
109.0,148.63,10322.1,0.93,4.43,0.22,270.26,HBEFA3/PC_G_EU4,0.0,4.44,veh1,-737358446#11_0,71.63,9.24,!veh1!var#1,15.72,veh_passenger,0.0,28301.88,24286.47
110.0,240.06,15196.71,1.47,6.66,0.35,270.26,HBEFA3/PC_G_EU4,0.0,6.53,veh1,-737358446#11_0,75.57,27.55,!veh1!var#1,18.3,veh_passenger,0.0,28283.57,24286.56
111.0,274.06,17010.75,1.67,7.46,0.39,270.26,HBEFA3/PC_G_EU4,0.0,7.31,veh1,-737358446#11_0,76.57,48.37,!veh1!var#1,20.83,veh_passenger,0.0,28262.75,24286.65
112.0,257.22,16132.86,1.57,7.0,0.37,270.47,HBEFA3/PC_G_EU4,0.0,6.93,veh1,-737358446#11_0,75.89,71.27,!veh1!var#1,22.9,veh_passenger,0.0,28239.85,24286.78
113.0,320.79,18960.98,1.93,8.28,0.45,270.52,HBEFA3/PC_G_EU4,0.0,8.15,veh1,-737358446#11_0,77.59,96.4,!veh1!var#1,25.13,veh_passenger,0.0,28214.72,24287.0
114.0,141.67,10114.36,0.9,4.09,0.22,270.52,HBEFA3/PC_G_EU4,0.0,4.35,veh1,-737358446#11_0,73.54,122.36,!veh1!var#1,25.95,veh_passenger,0.0,28188.77,24287.24
115.0,0.0,0.0,0.0,0.0,0.0,270.5,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-737358446#11_0,71.12,147.91,!veh1!var#1,25.55,veh_passenger,0.0,28163.22,24287.46
116.0,0.0,0.0,0.0,0.0,0.0,270.51,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-737358446#11_0,71.02,173.13,!veh1!var#1,25.22,veh_passenger,0.0,28138.0,24287.68
117.0,0.0,0.0,0.0,0.0,0.0,270.84,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-737358446#4_0,71.05,2.64,!veh1!var#1,25.0,veh_passenger,0.0,28113.01,24287.97
118.0,73.94,6929.47,0.51,2.6,0.14,270.95,HBEFA3/PC_G_EU4,0.0,2.98,veh1,-737358446#4_0,72.27,28.02,!veh1!var#1,25.38,veh_passenger,0.0,28087.63,24288.39
119.0,82.83,7286.5,0.56,2.76,0.15,270.59,HBEFA3/PC_G_EU4,0.0,3.13,veh1,-737358446#4_0,72.54,53.82,!veh1!var#1,25.8,veh_passenger,0.0,28061.84,24288.67
120.0,0.0,0.0,0.0,0.0,0.0,270.59,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-737358446#4_0,70.16,78.64,!veh1!var#1,24.82,veh_passenger,0.0,28037.02,24288.92
121.0,0.0,0.0,0.0,0.0,0.0,270.59,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-737358446#4_0,71.27,103.45,!veh1!var#1,24.81,veh_passenger,0.0,28012.21,24289.18
122.0,111.83,8755.08,0.73,3.46,0.19,270.64,HBEFA3/PC_G_EU4,0.0,3.76,veh1,-737358446#4_0,72.89,128.92,!veh1!var#1,25.47,veh_passenger,0.0,27986.74,24289.45
123.0,0.0,0.0,0.0,0.0,0.0,270.58,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-737358446#1_0,71.08,24.47,!veh1!var#1,25.19,veh_passenger,0.0,27961.55,24289.7
124.0,0.0,0.0,0.0,0.0,0.0,270.62,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-733279798#4_0,70.91,4.07,!veh1!var#1,24.9,veh_passenger,0.0,27936.85,24289.95
125.0,142.24,10180.61,0.9,4.12,0.23,270.75,HBEFA3/PC_G_EU4,0.0,4.38,veh1,-733279798#4_0,73.5,29.82,!veh1!var#1,25.75,veh_passenger,0.0,27911.1,24290.28
126.0,0.0,0.0,0.0,0.0,0.0,270.75,HBEFA3/PC_G_EU4,0.0,0.0,veh1,-733279798#4_0,71.57,55.48,!veh1!var#1,25.65,veh_passenger,0.0,27885.45,24290.61
127.0,53.56,5854.35,0.39,2.08,0.11,270.75,HBEFA3/PC_G_EU4,0.0,2.52,veh1,-733279798#4_0,72.16,81.33,!veh1!var#1,25.85,veh_passenger,0.0,27859.6,24290.95
